"","LICENSE NUMBER","PROVIDER NAME","PROVIDER SERVICE TYPE","STREET ADDRESS","CITY","STATE","ZIP","COUNTY","ECC","CCRR","SCHOOL DISTRICT OPERATED PROGRAM","SCHOOL DISTRICT","QUALITY RATING","QUALITY RATING EFFECTIVE DATE","QUALITY RATING EXPIRATION DATE","CCCAP FISCAL AGREEMENT STATUS","CCCAP AUTHORIZATION STATUS","TOTAL LICENSED CAPACITY","LICENSED HOME CAPACITY","LICENSED CENTER INFANT CAPACITY","LICENSED CENTER TODDLER CAPACITY","LICENSED CENTER PRESCHOOL CAPACITY","LICENSED PRESCHOOL AND SCHOOL AGE CAPACITY","LICENSED SCHOOL AGE CAPACITY","LICENSED NYO CAPACITY","LICENSED RESIDENT CAMP CAPACITY","GOVERNING BODY"
"98","29352","Early Childhood Education/Queen Palmer","Preschool Program","1921 E Yampa St","Colorado Springs","CO","80909","El Paso","Alliance for Kids","Alliance for Kids",TRUE,"COLORADO SPRINGS 11",1,NA,NA,FALSE,FALSE,16,NA,NA,NA,0,16,NA,NA,NA,"District 11 Early Childhood"
"99","31045","Betty Weimer","Family Child Care Home",NA,"Grand Junction","CO","81503","Mesa","Mesa County Partnership for Children & Families","Hilltop/Western Colorado",FALSE,"MESA COUNTY VALLEY 51",2,2024-03-05,2027-09-30,TRUE,FALSE,6,6,0,0,NA,NA,0,0,0,NA
"100","31792","Anne McGinnis","Large Family Child Care Home",NA,"Wray","CO","80758","Yuma","Early Childhood Council of Yuma, Washington, and Kit Carson","ECC Yuma, Washington, Kit Carson",FALSE,"WRAY RD-2",1,NA,NA,TRUE,TRUE,12,12,0,0,NA,NA,0,0,0,NA
"101","35008","Ramanda (Mandy) Hardy","Large Family Child Care Home",NA,"Fort Morgan","CO","80701","Morgan","Morgan County  Partnership for Children and Families","Morgan County Partnership",FALSE,"FORT MORGAN RE-3",1,NA,NA,TRUE,TRUE,12,12,0,0,NA,NA,0,0,0,NA
"102","37410","Catholic Charities ECC Program @ Quigg","Child Care Center","4440 Navajo Street","Denver","CO","80211","Denver","Denver's Early Childhood Council","Denver's ECC",FALSE,NA,4,2025-05-09,2029-06-30,TRUE,TRUE,56,0,4,20,0,32,0,0,0,NA
"103","38666","YMCA of the Pikes Peak Region @ Oak Creek","School-Age Child Care Center","3333 Oak Creek Dr W","Colorado Springs","CO","80906","El Paso","Alliance for Kids","Alliance for Kids",FALSE,NA,NA,NA,NA,TRUE,TRUE,50,0,0,0,NA,NA,50,0,0,NA
"104","38879","Vanessa Lopez","Large Family Child Care Home",NA,"Colorado Springs","CO","80911","El Paso","Alliance for Kids","Alliance for Kids",FALSE,"WIDEFIELD D-3",2,2023-04-11,2027-09-30,TRUE,TRUE,12,12,0,0,NA,NA,0,0,0,NA
"105","42839","DAKOTA VALLEY PRESCHOOL","Preschool Program","3950 S KIRK WAY","AURORA","CO","80013","Arapahoe","Arapahoe County Early Childhood Council","Child Care Innovations",FALSE,"CHERRY CREEK 5",4,NA,NA,TRUE,TRUE,60,NA,NA,NA,60,0,NA,NA,NA,"Cherry Creek Schools"
"106","48547","Mary Rea Montoya","Large Family Child Care Home",NA,"Ft. Morgan","CO","80701","Morgan","Morgan County  Partnership for Children and Families","Morgan County Partnership",FALSE,NA,2,2025-06-25,2028-06-25,TRUE,FALSE,12,12,0,0,NA,NA,0,0,0,NA
"107","62496","CAROL Duhaime","Large Family Child Care Home",NA,"Fort Collins","CO","80521","Larimer","Early Childhood Council of Larimer County","ECC of Larimer County",FALSE,"POUDRE R-1",2,2024-02-16,2027-09-30,TRUE,FALSE,12,12,0,0,NA,NA,0,0,0,NA
"108","69514","KIMBERLY COREY","Family Child Care Home",NA,"Colorado Springs","CO","80923","El Paso","Alliance for Kids","Alliance for Kids",FALSE,NA,1,NA,NA,FALSE,FALSE,6,6,0,0,NA,NA,0,0,0,NA
"109","86390","Monaco Elementary Preschool","Preschool Program","7631 Monaco St","Commerce City","CO","80022","Adams","Early Childhood Partnership of Adams County","Child Care Innovations",TRUE,"Adams 14",1,NA,NA,FALSE,FALSE,40,NA,NA,NA,40,0,NA,NA,NA,"Adams 14"
"110","86393","Dupont Elementary Preschool","Child Care Center","7970 Kimberly St","Commerce City","CO","80022","Adams","Early Childhood Partnership of Adams County","Child Care Innovations",TRUE,"Adams 14",1,NA,NA,FALSE,FALSE,40,NA,NA,NA,40,0,NA,NA,NA,"Adams 14 school district"
"111","86395","Alsup Elementary","Child Care Center","4413 E 68th Ave","Commerce City","CO","80022","Adams","Early Childhood Partnership of Adams County","Child Care Innovations",TRUE,"Adams County School District 14",1,NA,NA,FALSE,FALSE,60,NA,NA,NA,60,0,NA,NA,NA,NA
"112","87055","Kathryn Richardson","Large Family Child Care Home",NA,"Peyton","CO","80831","El Paso","Alliance for Kids","Alliance for Kids",FALSE,"FALCON D-49",2,2025-11-03,2028-11-03,TRUE,FALSE,12,12,0,0,NA,NA,0,0,0,NA
"113","87723","BVSD SAC Creekside Elementary","School-Age Child Care Center","3740 Martin Drive","Boulder","CO","80305","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",FALSE,NA,NA,NA,NA,TRUE,TRUE,60,0,0,0,NA,NA,60,0,0,NA
"114","94160","BVSD SAC Whittier Elementary","School-Age Child Care Center","2008 Pine ST","Boulder","CO","80302","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",TRUE,"Boulder Valley School District",NA,NA,NA,TRUE,TRUE,60,0,0,0,NA,NA,60,0,0,NA
"115","101935","ANGELA GRACE","Family Child Care Home",NA,"Brighton","CO","80601","Adams","Early Childhood Partnership of Adams County","Child Care Innovations",FALSE,NA,1,NA,NA,FALSE,FALSE,6,6,0,0,NA,NA,0,0,0,NA
"116","102070","Chappelow Bright School-Age Center","School-Age Child Care Center","2001 34th ST","Evans","CO","80620","Weld","Weld County’s Early Childhood Council","Promises for Children",FALSE,"School District 6 (Greeley, Evans)",NA,NA,NA,TRUE,TRUE,90,0,0,0,NA,NA,90,0,0,NA
"117","106694","Rodarte Community Center","School-Age Child Care Center","920 A Street","Greeley","CO","80631","Weld","Weld County’s Early Childhood Council","Promises for Children",FALSE,"School District 6",NA,NA,NA,FALSE,FALSE,275,0,0,0,NA,NA,275,0,0,NA
"118","107230","Elite Martial Arts","School-Age Child Care Center","12720 Lowell Blvd","Broomfield","CO","80020","Broomfield","Broomfield Early Childhood Council","Child Care Innovations",FALSE,"Adams 12",NA,NA,NA,TRUE,TRUE,45,0,0,0,NA,NA,45,0,0,NA
"119","1502686","Meredith Porter","Large Family Child Care Home",NA,"Bayfield","CO","81122","La Plata","Early Childhood Council of La Plata County","ECC La Plata Co",FALSE,"BAYFIELD 10 JT-R",2,2023-08-30,2027-09-30,TRUE,TRUE,12,12,0,0,NA,NA,0,0,0,NA
"120","1503600","Karen Lindenthaler","Large Family Child Care Home",NA,"Castle Rock","CO","80108","Douglas","Douglas County Early Childhood Council","Child Care Innovations",FALSE,"Douglas County School District",2,2024-02-29,2027-09-30,TRUE,FALSE,12,12,0,0,NA,NA,0,0,0,NA
"121","1504008","LISA MONTOYA","Family Child Care Home",NA,"Pueblo West","CO","81007","Pueblo","Pueblo Early Childhood Council","Childrens First",FALSE,NA,1,NA,NA,FALSE,FALSE,6,6,0,0,NA,NA,0,0,0,NA
"122","1504830","Fountain Preschool","Child Care Center","925 N Glendale Ave","Pueblo","CO","81001","Pueblo","Pueblo Early Childhood Council","Childrens First",TRUE,"PUEBLO CITY 60",1,NA,NA,FALSE,FALSE,16,NA,NA,NA,0,16,NA,NA,NA,"District 60 Early Childhood Department"
"123","1506429","Greenwood Elementary","Child Care Center","5130 Durham CT","Denver","CO","80239","Denver","Denver's Early Childhood Council","Denver's ECC",TRUE,"Denver Public Schools",4,2026-01-23,2029-01-31,FALSE,FALSE,40,NA,NA,NA,0,40,NA,NA,NA,NA
"124","1508429","Camp Chip-a-Tooth 2","School-Age Child Care Center","160 Snowmass Dr","Carbondale","CO","81623","Garfield","Rocky Mountain Early Childhood Council","Mountain Valley Developmental Svcs",FALSE,NA,NA,NA,NA,TRUE,TRUE,50,0,0,0,NA,NA,50,0,0,NA
"125","1510660","North Routt Community Charter School - Camps","School-Age Child Care Center","26990 Eagle Ln","Clark","CO","80428","Routt","First Impressions of Routt County","Summit Co CCR&R",FALSE,NA,NA,NA,NA,FALSE,FALSE,45,0,0,0,NA,NA,45,0,0,NA
"126","1520354","Hills Academy - New Hills","Child Care Center","5061 E 160th Ave","Brighton","CO","80602","Adams","Early Childhood Partnership of Adams County","Child Care Innovations",FALSE,"BRIGHTON 27J",2,2023-01-30,2027-09-30,FALSE,FALSE,68,0,10,17,0,41,0,0,0,"Northern Hills Christian Church"
"127","1521303","Beth Miller","Large Family Child Care Home",NA,"COLORADO SPRINGS","CO","80911","El Paso","Alliance for Kids","Alliance for Kids",FALSE,"WIDEFIELD 3",1,NA,NA,FALSE,FALSE,12,12,0,0,NA,NA,0,0,0,NA
"128","1523920","Alison Sherrill","Family Child Care Home",NA,"Timnath","CO","80547","Larimer","Early Childhood Council of Larimer County","ECC of Larimer County",FALSE,"POUDRE R-1",1,NA,NA,FALSE,FALSE,6,6,0,0,NA,NA,0,0,0,NA
"129","1529513","WINOGRAD PRESCHOOL","Preschool Program","320 N 71st ST","Greeley","CO","80634","Weld","Weld County’s Early Childhood Council","Promises for Children",TRUE,"GREELEY 6",1,NA,NA,FALSE,FALSE,48,NA,NA,NA,0,48,NA,NA,NA,"Greeley Evans School District 6"
"130","1529514","Heiman Elementary Preschool","Preschool Program","3500 Palmero Ave","Evans","CO","80620","Weld","Weld County’s Early Childhood Council","Promises for Children",TRUE,"GREELEY 6",1,NA,NA,FALSE,FALSE,40,NA,NA,NA,40,0,NA,NA,NA,"Greeley/Evans School District 6"
"131","1536552","Laredo Elementary","Child Care Center","1350 S Laredo St","Aurora","CO","80011","Arapahoe","Arapahoe County Early Childhood Council","Child Care Innovations",TRUE,"AURORA PUBLIC SCHOOLS",4,2025-01-31,2028-01-31,FALSE,FALSE,16,NA,NA,NA,16,0,NA,NA,NA,NA
"132","1537546","Park View","Child Care Center","1327 E 9th St","Pueblo","CO","81001","Pueblo","Pueblo Early Childhood Council","Childrens First",TRUE,"PUEBLO CITY 60",1,NA,NA,FALSE,FALSE,15,NA,NA,NA,0,15,NA,NA,NA,"District 60 Early Childhood Department"
"133","1544815","PONDEROSA ELEMENTARY PRESCHOOL","Preschool Program","1885 S Lima ST","Aurora","CO","80012","Arapahoe","Arapahoe County Early Childhood Council","Child Care Innovations",FALSE,"CHERRY CREEK 5",4,NA,NA,TRUE,FALSE,40,NA,NA,NA,40,0,NA,NA,NA,"Cherry Creek Schools"
"134","1544817","COYOTE HILLS PRESCHOOL","Preschool Program","24605 E Davies","Aurora","CO","80016","Arapahoe","Arapahoe County Early Childhood Council","Child Care Innovations",FALSE,"CHERRY CREEK 5",4,NA,NA,TRUE,FALSE,58,NA,NA,NA,58,0,NA,NA,NA,"Cherry Creek Schools"
"135","1547446","PSD ECE @ Werner","Child Care Center","5400 Mail Creek Ln","Fort Collins","CO","80525","Larimer","Early Childhood Council of Larimer County","ECC of Larimer County",FALSE,NA,1,NA,NA,FALSE,FALSE,16,NA,NA,NA,0,16,NA,NA,NA,"Poudre School District Board of Education"
"136","1548457","ROSS MONTESSORI SCHOOL","Child Care Center","109 Lewies Ln","Carbondale","CO","81623","Garfield","Rocky Mountain Early Childhood Council","Mountain Valley Developmental Svcs",TRUE,"CHARTER SCHOOL INSTITUTE",2,2025-12-04,2028-12-04,TRUE,TRUE,14,NA,NA,NA,0,14,NA,NA,NA,"Ross Montessori School"
"137","1549083","Leyda Faria","Family Child Care Home",NA,"Grand Junction","CO","81501","Mesa","Mesa County Partnership for Children & Families","Hilltop/Western Colorado",FALSE,NA,1,NA,NA,TRUE,FALSE,6,6,0,0,NA,NA,0,0,0,NA
"138","1549207","Buffalo Trail Elementary Preschool","Preschool Program","24300 E Progress DR","Aurora","CO","80016","Arapahoe","Arapahoe County Early Childhood Council","Child Care Innovations",TRUE,"CHERRY CREEK 5",4,2025-12-19,2027-09-30,TRUE,FALSE,60,NA,NA,NA,60,0,NA,NA,NA,"Cherry Creek Schools"
"139","1550144","Gloria Sandoval","Family Child Care Home",NA,"Silt","CO","81652","Garfield","Rocky Mountain Early Childhood Council","Mountain Valley Developmental Svcs",FALSE,"GARFIELD RE-2",1,NA,NA,TRUE,TRUE,6,6,0,0,NA,NA,0,0,0,NA
"140","1553534","YMCA of the Pikes Peak Region @Bricker","School-Age Child Care Center","4880 Dover Dr","Colorado Springs","CO","80916","El Paso","Alliance for Kids","Alliance for Kids",FALSE,NA,NA,NA,NA,TRUE,FALSE,30,0,0,0,NA,NA,30,0,0,NA
"141","1564151","New Hope Preschool","Preschool Program","3737 New Hope Way","Castle Rock","CO","80109","Douglas","Douglas County Early Childhood Council","Child Care Innovations",FALSE,"Douglas County School District",2,2025-08-06,2028-08-06,FALSE,FALSE,88,NA,NA,NA,88,0,NA,NA,NA,NA
"142","1585521","Billie Stam","Large Family Child Care Home",NA,"Keenesburg","CO","80643","Weld","Weld County’s Early Childhood Council","Promises for Children",FALSE,"Weld Re3J",1,NA,NA,FALSE,FALSE,12,12,0,0,NA,NA,0,0,0,NA
"143","1597580","PINE RIDGE ELEMENTARY PRESCHOOL","Preschool Program","6525 S Wheatlands PKWY","Aurora","CO","80016","Arapahoe","Arapahoe County Early Childhood Council","Child Care Innovations",TRUE,"CHERRY CREEK 5",4,2025-11-07,2027-09-30,TRUE,FALSE,60,NA,NA,NA,60,0,NA,NA,NA,NA
"144","1599293","Margaret Corpron","Experienced Family Child Care Home",NA,"Arvada","CO","80007","Jefferson","Triad Early Childhood Council","Child Care Innovations",FALSE,"Jefferson County Public School",1,NA,NA,FALSE,FALSE,9,9,0,0,NA,NA,0,0,0,NA
"145","1599535","Christy Farmer","Experienced Family Child Care Home",NA,"Craig","CO","81625","Moffat","Connections 4 Kids","Summit Co CCR&R",FALSE,"MOFFAT COUNTY RE:NO 1",2,2025-06-02,2028-06-02,TRUE,TRUE,9,9,0,0,NA,NA,0,0,0,"Individual"
"146","1604959","Melisa Sprague","Large Family Child Care Home",NA,"Commerce City","CO","80022","Adams","Early Childhood Partnership of Adams County","Child Care Innovations",FALSE,"Adams",1,NA,NA,FALSE,FALSE,12,12,0,0,NA,NA,0,0,0,NA
"147","1615241","Shayna VanKooten","Large Family Child Care Home",NA,"Peyton","CO","80831","El Paso","Alliance for Kids","Alliance for Kids",FALSE,"FALCON 49",2,2024-07-18,2027-07-18,FALSE,FALSE,12,12,0,0,NA,NA,0,0,0,NA
"148","1628062","Jeanine Davis","Large Family Child Care Home",NA,"Fountain","CO","80817","El Paso","Alliance for Kids","Alliance for Kids",FALSE,"FOUNTAIN 8",1,NA,NA,FALSE,FALSE,12,12,0,0,NA,NA,0,0,0,NA
"149","1628649","Karen Boglioli","Family Child Care Home",NA,"Greeley","CO","80634","Weld","Weld County’s Early Childhood Council","Promises for Children",FALSE,"GREELEY 6",1,NA,NA,FALSE,FALSE,6,6,0,0,NA,NA,0,0,0,NA
"150","1710417","Pueblo YMCA","School-Age Child Care Center","3200 E. Spaulding Ave","Pueblo","CO","81008","Pueblo","Pueblo Early Childhood Council","Childrens First",FALSE,"Dist 60",NA,NA,NA,FALSE,FALSE,53,0,0,0,NA,NA,53,0,0,NA
"151","81979","Yasmeen Chaudhry","Family Child Care Home",NA,"Aurora","CO","80016","Arapahoe","Arapahoe County Early Childhood Council","Child Care Innovations",FALSE,"CHERRY CREEK SCHOOL DISTRICT",1,NA,NA,FALSE,FALSE,6,6,0,0,NA,NA,0,0,0,NA
"152","1511986","TERESA SUNTKEN","Family Child Care Home",NA,"EVANS","CO","80620","Weld","Weld County’s Early Childhood Council","Promises for Children",FALSE,"Greeley District 6",1,NA,NA,FALSE,FALSE,6,6,0,0,NA,NA,0,0,0,NA
"153","1528670","Christa Eberly","Large Family Child Care Home",NA,"Brighton","CO","80601","Adams","Early Childhood Partnership of Adams County","Child Care Innovations",FALSE,"BRIGHTON 27J",4,2024-11-30,2027-11-30,TRUE,FALSE,12,12,0,0,NA,NA,0,0,0,NA
"154","1691521","WASHINGTON STREET COMMUNITY CENTER","School-Age Child Care Center","809 S Washington ST","Denver","CO","80209","Denver","Denver's Early Childhood Council","Denver's ECC",FALSE,NA,NA,NA,NA,FALSE,FALSE,22,0,0,0,NA,NA,22,0,0,NA
"155","1692593","Yasamin Zeerak","Family Child Care Home",NA,"Aurora","CO","80016","Arapahoe","Arapahoe County Early Childhood Council","Child Care Innovations",FALSE,"ADAMS-ARAPAHOE 28J",1,NA,NA,TRUE,TRUE,6,6,0,0,NA,NA,0,0,0,NA
"156","1703214","POP-INS CREATIVE SCHOOLHOUSE","Child Care Center","9083 W PEAKVIEW DR UNIT 9","LITTLETON","CO","80123","Jefferson","Triad Early Childhood Council","Child Care Innovations",FALSE,"Jefferson County Public School",2,2025-01-24,2028-01-24,TRUE,TRUE,104,0,9,33,50,0,12,0,0,"Pop-ins Creative Schoolhouse Inc"
"157","1705126","CEEN John Evans Head Start","Child Care Center","2840 A 15th Avenue","Greeley","CO","80631","Weld","Weld County’s Early Childhood Council","Promises for Children",FALSE,NA,4,2022-03-23,2027-09-30,TRUE,FALSE,80,NA,NA,NA,80,0,NA,NA,NA,NA
"158","1705903","Sophia Montessori Academy","Child Care Center","320 S Sherman St","Denver","CO","80209","Denver","Denver's Early Childhood Council","Denver's ECC",FALSE,NA,1,NA,NA,FALSE,FALSE,60,NA,NA,NA,0,60,NA,NA,NA,"Director/Board President"
"159","1706785","Kathy Drury","Family Child Care Home",NA,"Colorado Springs","CO","80910","El Paso","Alliance for Kids","Alliance for Kids",FALSE,"D-2",1,NA,NA,TRUE,TRUE,6,6,0,0,NA,NA,0,0,0,NA
"160","1707611","Grand View Elementary","Preschool Program","6601 Aggregrate Blvd.","Frederick","CO","80516","Weld","Weld County’s Early Childhood Council","Promises for Children",TRUE,"St. Vrain Valley School District RE 1J",1,NA,NA,FALSE,FALSE,40,NA,NA,NA,40,0,NA,NA,NA,NA
"161","1707613","Soaring Heights Prek - 8 Preschool","Preschool Program","3280 County Road 5","Erie","CO","80516","Weld","Weld County’s Early Childhood Council","Promises for Children",TRUE,"St. Vrain",1,NA,NA,FALSE,FALSE,40,NA,NA,NA,40,0,NA,NA,NA,NA
"162","1708117","Bianca Lott","Family Child Care Home",NA,"Colorado Springs","CO","80915","El Paso","Alliance for Kids","Alliance for Kids",FALSE,"D11",1,NA,NA,TRUE,FALSE,6,6,0,0,NA,NA,0,0,0,NA
"163","1708263","Nadia Ojeda-Ayala","Large Family Child Care Home",NA,"Lakewood","CO","80226","Jefferson","Triad Early Childhood Council","Child Care Innovations",FALSE,"jefferson county",2,2023-04-13,2027-09-30,FALSE,FALSE,12,12,0,0,NA,NA,0,0,0,NA
"164","1708319","Tabitha Taylor","Large Family Child Care Home",NA,"Denver","CO","80238","Denver","Denver's Early Childhood Council","Denver's ECC",FALSE,"DENVER COUNTY 1",2,2024-11-13,2027-11-13,FALSE,FALSE,12,12,0,0,NA,NA,0,0,0,NA
"165","1708787","Suhair Abdelghani","Large Family Child Care Home",NA,"Colorado Springs","CO","80922","El Paso","Alliance for Kids","Alliance for Kids",FALSE,NA,1,NA,NA,FALSE,FALSE,12,12,0,0,NA,NA,0,0,0,NA
"166","1709009","Colorado Military Academy","School-Age Child Care Center","360 Command View","Colorado Springs","CO","80915","El Paso","Alliance for Kids","Alliance for Kids",FALSE,NA,NA,NA,NA,FALSE,FALSE,75,0,0,0,NA,NA,75,0,0,NA
"167","1709824","Colorado Institute for Early Learning","Child Care Center","3590 Jasmine St","Denver","CO","80207","Denver","Denver's Early Childhood Council","Denver's ECC",FALSE,NA,2,2022-09-30,2025-09-30,TRUE,TRUE,50,NA,NA,NA,0,50,NA,NA,NA,NA
"168","1710557","Talent Kids Academy","Child Care Center","3410 Parkmoor Village Dr","Colorado Springs","CO","80917","El Paso","Alliance for Kids","Alliance for Kids",FALSE,NA,4,2024-06-30,2027-09-30,TRUE,TRUE,98,0,10,26,0,62,0,0,0,NA
"169","1711487","LITTLE TRAPPERS PRESCHOOL","Child Care Center","200 S Fulton AVE","Fort Lupton","CO","80621","Weld","Weld County’s Early Childhood Council","Promises for Children",TRUE,"Weld Re-8 ",1,NA,NA,FALSE,FALSE,120,NA,NA,NA,120,0,NA,NA,NA,NA
"170","1711883","Evans Early Childhood Center LLC","Child Care Center","313 Linda ST","Fort Morgan","CO","80701","Morgan","Morgan County  Partnership for Children and Families","Morgan County Partnership",FALSE,NA,5,2023-10-31,2027-09-30,TRUE,TRUE,156,0,10,33,0,113,0,0,0,NA
"171","1711941","Lori Lee","Large Family Child Care Home",NA,"Grand Junction","CO","81503","Mesa","Mesa County Partnership for Children & Families","Hilltop/Western Colorado",FALSE,NA,2,2024-01-25,2027-09-30,TRUE,TRUE,12,12,0,0,NA,NA,0,0,0,NA
"172","1532296","Frances Machovina","Large Family Child Care Home",NA,"Monument","CO","80132","El Paso","Alliance for Kids","Alliance for Kids",FALSE,NA,1,NA,NA,FALSE,FALSE,12,12,0,0,NA,NA,0,0,0,NA
"173","1647890","Rocky Mountain Biological Laboratory","Resident Camp","8000 County Road 317","Crested Butte","CO","81224","Gunnison","Gunnison Hinsdale Early Childhood Council","Bright Futures",FALSE,NA,NA,NA,NA,FALSE,FALSE,25,0,0,0,NA,NA,0,0,25,NA
"174","1713278","YMCA @ Kenton","School-Age Child Care Center","1255 Kenton St","Aurora","CO","80010","Arapahoe","Arapahoe County Early Childhood Council","Child Care Innovations",FALSE,NA,NA,NA,NA,TRUE,FALSE,60,0,0,0,NA,NA,60,0,0,"YMCA of Metropolitan"
"175","1713303","Park Lane Elementary","Neighborhood Youth Organization","13001 East 30th Avenue","Aurora","CO","80011","Arapahoe","Arapahoe County Early Childhood Council","Child Care Innovations",FALSE,"Aurora Public Schools",NA,NA,NA,FALSE,FALSE,50,0,0,0,NA,NA,0,50,0,"Summer Scholars"
"176","1713350","The Learning Experience","Child Care Center","2314 US Highway 287","Lafayette","CO","80026","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",FALSE,"BVSD",2,2022-06-30,2025-06-30,TRUE,TRUE,167,0,20,36,0,111,0,0,0,NA
